CUSTRECORD_EOS_DATE,CUSTRECORD_EOS_MEMO,BINNUMBER
11/22/2024 12:00:00 AM,"there are 80 cases in 2nd shift that were produced on 1st.  Started the shift missing 3 people, they trickled in by 10am.  We took 25 min of downtime at shift start due to one of the glue machines were not turned on at pre-start by me....",IP1
11/25/2024 12:00:00 AM,"6080 cases total produced, we have 320 cases that got accounted for on 2nd shift vs. 1st.  96.5% to sch.",IP1
11/25/2024 12:00:00 AM,"8 Hr Shift w/ .45 Hrs of down time. Case Sealer @ 17 min - called Craig to make adjustments. WIP - staging, loading or dekitting to keep conveyance moving smoothly cost 17 min of down time.",RP1
11/25/2024 12:00:00 AM,"At the start of the shift, for the Stateside Pineapple flavor, we faced a delay due to the 6x4 trays not being ready. These trays required hand gluing, and when we asked the mechanic if the tray former could produce them, it was found that the dimensions were incompatible with the tray former. As a result, hand gluing took up a significant portion of the shift, leading to a total of 50 minutes of waiting on trays, which impacted operations. Additionally, there was 18 minutes of downtime due to can transfer jams into the cartons. The line lead successfully cleared the jam each time it occurred,  Since the shift time is change the we had 2051 cases for the shift. IA for the shift is IA69716",BD1
11/25/2024 12:00:00 AM,"BD1 encountered downtime as follows: 1. A total of 2 hours and 25 minutes was spent on configuring the changeover. The line was not completely changed when we arrived, prompting staff to begin production on the manual line during the changeover process. 2. There was an additional 35 minutes dedicated to the flavor changeover, during which multiple work orders were successfully completed. 3. Throughout the production run, BD1 faced persistent can jamming issues that necessitated frequent adjustments. 4. In terms of pack quality, several cartons were found to be misaligned, requiring corrective measures.",BD1
11/25/2024 12:00:00 AM,"During the BP1 shift, we encountered several issues affecting production. The first problem involved the case erector, where persistent box jamming required multiple adjustments. Although the mechanic made some adjustments to the machine, the issue continued with frequent stop-and-go cycles, disrupting flow. Secondly, the robot on lane 5 was repeatedly dropping products, particularly one can, due to back pressure. This not only impacted our output but also created additional cleanup tasks for the operator. The mechanic cleaned the conveyor with soap water, but the issue persisted, requiring ongoing attention. We ran from 05:12 to midnight total of 7632 cases for the shift. IA for the shift is IA69720",BP1
11/25/2024 12:00:00 AM,No significant downtime to report.  Slightly delayed start to figure out staffing and send extra associates home.,Flight - A1
11/25/2024 12:00:00 AM,"Short 3 people. 30 minute downtime due to case sealer. Angel did a few adjustments and replaced glue nozzle. 30mins downtime due to casse sealer not sealing correctly Angel made more adjustments to glue, After lunch machine was running smooth. Stopped the line about 10m before breaks to clean up boxes to prevent any injuries.",RP1
11/25/2024 12:00:00 AM,Started shift short staffed. Had a full team by 8:30am. No major issues. SIP was able to keep up with trays until about 2pm when we ran out. Stopped to clean up at 2pm.,Flight - PP1
11/25/2024 12:00:00 AM,"The BS1 production line ran smoothly with no major issues. The shift started slower due to applying stickers to the cases, and there were 5 flavor changes, and flavor changeovers were efficiently managed, taking total of 12 minutes. Downtime was 13 minutes in total of which 12 minutes for full run was  for a pneumatic separator fault and 1 minute for a pack quality issue requiring a slip sheet requiring rework. No scrap was generated, However, we fell short of the production target due to a shortage of VP for the orange flavor, as the first shift ran out of cartons. Used Bp1 HC to complete this run! No IA required for the run.",BS1
11/25/2024 12:00:00 AM,"Today was challenging on BP1, beginning with several issues: 1. Case Erector - We encountered downtime with the case erector due to persistent box jamming, necessitating adjustments. 2. Robot Dropping Product - The robot was dropping products, particularly one can on lane 5, which kept falling due to back pressure. The repeated product dropping not only affected our output but also created additional cleanup task for operator. 3. SV3 Sensor issues- Boxes were not passing through the loading area because the sensor failed to detect them, causing blockages. 4. Product fallen on Conveyor - We are still facing this issues primarily caused by the infeed conveyor not being fully loaded, leading to can falling. 5. Last-minute flavor C/O.",BP1
11/26/2024 12:00:00 AM,"45 minutes of downtime, mostly consisting of delays due to WIP availability.  We are continuing to have issues with the Acme CSR (Sonny) dropping orders in a timely manner.  Also continuing to have issues with Employment Solutions, they are now just sending extra associates without asking or informing me.",Flight - A1
11/26/2024 12:00:00 AM,5260 cases were the total cases produced on 1st shift = 114.8% completion %.  We had a good pool of temps today and we fixed the box jam / pickers falling behind theme by rearranging the line.  We were done with Spindrift by 1pm and we crewed down the temps.,IP1
11/26/2024 12:00:00 AM,95% uptime.,RP1
11/26/2024 12:00:00 AM,Actual Quantity should reflect 4100 not 3700.  *This is a test* With nothing on the production planner for today I'm unsure if this will work properly. Not all of the stats are showing up as they should.,TA1
11/26/2024 12:00:00 AM,"At the start of the BP1 shift, we were short 1 headcount until 4:30 PM, which impacted the team’s efficiency. BP1 faced several recurring issues with lanes 4 and 6, where the robot arm dropped cans, requiring the line lead to clear the fault each time. This led to a total of 29 minutes of downtime. The mechanic inspected the machine, but no immediate fix was found. However, he cleaned the conveyor with soap water to mitigate the issue. Around 6:00 PM, we experienced 7 minutes of downtime due to the replacement of a worn pad. The mechanic had to disconnect the air supply to properly place the new pad on the arm. The case erector also encountered multiple jams during the shift, which the line lead was able to clear each time. These jams accounted for 7 minutes of downtime. Additionally, we had 1,296 cases from the prior shift accounted for today due to shift change, which resulted in a shortfall of 1 pallets for the run. IA for the run is IA70229",BP1
11/26/2024 12:00:00 AM,Coder was down at the SOS date were being printed inverted. Maintenace was able to adjust coder. Total downtime 10 min.,RP1
11/26/2024 12:00:00 AM,"During today’s BP2 SOS shift, we were short 3 people until 4:14 PM, with the new staff requiring Day 1 training. This caused a 10-minute delay as they got acclimated to the line. However, after this brief delay, the shift ran smoothly, and we successfully overachieved the goal for the day with 98% machine uptime. The only downtime occurred during case erector jams, which accounted for a total of 8 minutes. The line lead was able to clear the jams each time they occurred, with an additional 1-minute downtime for dekitting. No issues were encountered with the palletizer, The IA for the shift is IA70233.",BP2
11/26/2024 12:00:00 AM,"During today’s SOS shift, we were short of 4 headcount at the start. The backfill arrived around 4:14 PM, causing a 10-minute delay due to Day 1 training. Additionally, tray readiness was delayed, requiring manual work, resulting in 23 minutes of waiting for trays throughout the shift. We also encountered issues with the side flaps folding in and bottles bouncing back out when pushed into cartons due to timing on the tuckers . After mechanic inspection, it was found that the tucker was out of timing, and adjustments were made, accounting for 10 minutes of downtime, there was also a carton jammed up on a rail on the non operator side that was causing the box to lift up at the down stream glue gun causing the glue shit to be in the incorrect place ,mechanic seen the jammed box and removed it and the glue shot was back to normal. The date coder also experienced a malfunction, as it wasn’t printing the date code due to a misalignment caused by a cart strike. The line lead identified the issue, and after an adjustment by the mechanic, the date coder was restored to operation. Lastly, we faced recurring can transfer jams, which accounted for 24 minutes of downtime. However, the line lead was able to clear each jam promptly. Another issue arose with the box cartons themselves, as some were damaged and squeezed due to heavy pallets placed on top while pulling from the bin. When these cartons were placed in machine, they were completely folded, requiring a carton change. we had total of 150 carton that was non useable, This took an additional 4 minutes of downtime. Still the shift was able to hit the goal for the day. IA for the run is IA70232. we had 283 cases from prior day that was accounted in today's run.",BD1
